"A"	"B"	"A0"	"D"	"E"	"F"	"G"	"H"	"I"	"C"	"AA"	"AB"	"AC"
"ARL6IP5"	126.222222222222	88.1428571428571	113.857142857143	69	46.5	12.375	31.8181818181818	128.769230769231	125.9375	17.7857142857143	22	30.2857142857143	6.66666666666667
"C14orf135"	0	53.2857142857143	63.8571428571429	6.92857142857143	0	50.125	0	16.1538461538462	8.25	0	5.8	0	0
"AHR"	0	0	1	0.571428571428571	0	0	195.454545454545	0	1.1875	5.14285714285714	0	0	0
"ANGPT1"	0	0	7.14285714285714	0	48.3	0	0	0	0.0625	4.42857142857143	0	84	0
"AQR"	45.6666666666667	2	23.1428571428571	15	21.1	15.75	28.2727272727273	69.6923076923077	19.375	0	16.4	138.857142857143	43
"C11orf48"	22	45.7857142857143	8.71428571428571	10.3571428571429	24.8	12.125	68.3636363636364	34.6153846153846	43.125	11.5	46	48.5714285714286	32.6666666666667
"AGAP2"	0	0	29.1428571428571	0	0	0	0	0	0	0	0	0	0
"AMIGO1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APTX"	2.55555555555556	52.1428571428571	0	10.5	0	0	57.2727272727273	99	9.1875	0	15.6	65.7142857142857	155.333333333333
"AFF4"	11.3333333333333	3.92857142857143	0.142857142857143	0.214285714285714	2.6	0.25	0	4.61538461538461	14.9375	44.7142857142857	39.4	0.428571428571429	0
"BSN-AS2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"B4GALT3"	9.55555555555556	80.5	0	30.6428571428571	94.2	0	0	0	0	0	40.8	0	41.3333333333333
"ANK1"	0	8.57142857142857	0	0	0	0	0	0	0	0	0	0	0
"ASCC1"	0.111111111111111	2.07142857142857	0	9.42857142857143	0	0	0	6	41.25	64	0	0	0
"B4GALNT2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATF7IP2"	5.77777777777778	0	0	0.142857142857143	5.5	0	2	5.38461538461539	0	0	10.4	0	10.3333333333333
"ATP4B"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANO8"	0	0	0	0	0	0	0	0	0.0625	0	0	0	0
"AURKC"	0	0	0	7.64285714285714	0	0	0	18.2307692307692	0	0	0	2.85714285714286	0
"ACOT9"	0	0	0	5.28571428571429	4.5	38.5	14.3636363636364	0	14.125	31.8571428571429	0	0	0
"BIN3"	0.666666666666667	42.1428571428571	0	10.7142857142857	0	27.625	0	65.6923076923077	79.3125	0.0714285714285714	67.2	0	0
"ADH1B"	0	0	0	0	0	51.125	0	0	15.625	33.0714285714286	0	0	0
"ARHGEF17"	0	7.35714285714286	19.8571428571429	1.28571428571429	87.5	63.5	7	2	3	47.5714285714286	0	101.857142857143	0
"BAAT"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALDH4A1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASGR1"	0	8.71428571428571	0	2.64285714285714	31.2	0	23.4545454545455	5.23076923076923	18.625	0	0	0	0
"ACBD3"	2.77777777777778	0.214285714285714	0	23.1428571428571	0	0	19.1818181818182	18	22.5625	39.5714285714286	287.2	72.1428571428571	0
"ACADVL"	29.8888888888889	25.0714285714286	120.285714285714	14.0714285714286	0	25.25	0	4.61538461538461	5.25	46.2142857142857	39.2	21.5714285714286	30.6666666666667
"BUB1B"	0	0	0	4.07142857142857	0	0	0	0	0	0	0	86.5714285714286	0
"ANKRD7"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASAP3"	2	0	0	0.0714285714285714	0	8	0	0	0	0.0714285714285714	0	1.57142857142857	0
"ADPRH"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKR1B15"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCA8"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP7B"	0	0	0	9.28571428571429	0	1	0	0	0	2.28571428571429	0	0	0
"ARHGEF38"	0	17.4285714285714	0	8	0	0	0	15.1538461538462	64.875	0	0	0	3.33333333333333
"BTBD17"	0	56.5	0	0	0	0	0	0	0	0	27.8	0	31
"BMP15"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP6AP1L"	0	0	0	0.285714285714286	0	0.375	0	0	0	0	0	0	0
"ACTG2"	0	0	0	0	99.2	0	0	0	0	0	0	0	0
"ANKDD1A"	7.22222222222222	0.0714285714285714	1.42857142857143	0.0714285714285714	0	5.625	0	0.153846153846154	1	0	0	0	0
"BCRP3"	0	0.285714285714286	0	3.5	0	10.375	0	0.0769230769230769	0	0.0714285714285714	0	0.142857142857143	0
"C11orf94"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGXT2L2"	0	13.1428571428571	0	4.92857142857143	0	0	0	9	12.375	0	0	14.8571428571429	0
"APBA1"	0	0	0	0	0	0.375	0	0	0	0	41.2	63.7142857142857	0
"ATM"	15.4444444444444	37.7857142857143	0.142857142857143	6.78571428571429	0	24.375	5.27272727272727	13.3846153846154	26.125	27.9285714285714	37.4	0	14.3333333333333
"ACSS3"	0	111.785714285714	0	0	0	0	0	0	0.6875	0	0	1.28571428571429	11.3333333333333
"AGXT2L1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTN2"	0	0	0	0	0	0	0	0	0	0.285714285714286	0	0	0
"ANKRD12"	16.5555555555556	51.6428571428571	11.7142857142857	63	0.3	116	116.636363636364	13.0769230769231	44	5.64285714285714	71	103.857142857143	55.3333333333333
"ANKRD18A"	0	0	0	0	0	0	0	0	24.375	0	0.8	0	0
"ASH1L"	1.55555555555556	17.9285714285714	0	51.2142857142857	10.2	167.25	0.909090909090909	25.9230769230769	13.8125	24	0	29.7142857142857	0
"ANKRD29"	14.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0
"APEX2"	0	22	0	0	0	0	2.72727272727273	1.07692307692308	17.3125	0	0	0.142857142857143	0
"ANO10"	1.22222222222222	4.78571428571429	0	0	0	9.75	0	0	8.6875	0	3.6	0	0
"ADAM22"	0	9.35714285714286	0.142857142857143	0.142857142857143	0	0	0	0.153846153846154	13.625	0	2.6	0	0
"ATP6V0B"	279.555555555556	466.571428571429	113.571428571429	195.5	40.1	30.5	97.7272727272727	96	196.25	72.5714285714286	528.6	196.142857142857	409.333333333333
"ACY1"	0	8.78571428571429	0	0.571428571428571	0	0	0	14.3846153846154	10.8125	0	0	7.42857142857143	0
"ANO2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP5G1"	96.6666666666667	129.071428571429	55.4285714285714	68	161.6	2.25	136.454545454545	141	175.9375	59.2857142857143	110.2	205.714285714286	157
"BAZ1A"	0	6	2.85714285714286	0	15.7	3.75	0.0909090909090909	6.92307692307692	32.1875	0	0	111.857142857143	0
"ALDH3A1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP8B1"	0	7.14285714285714	2.42857142857143	12.2142857142857	0.5	0	0	0	8.6875	6.14285714285714	0	52.7142857142857	0.666666666666667
"ASB13"	0	0	0	0.428571428571429	1.4	0	0.0909090909090909	0	0	0	0	0.571428571428571	0
"ADCY4"	0	0	0	0	0	0	70.6363636363636	0	13.3125	0	0	4.42857142857143	0
"ATP13A3"	28.6666666666667	16.0714285714286	0	6.28571428571429	0	0	3.45454545454545	20.8461538461538	49.5625	0	20.2	0	0
"BBS1"	0	74.3571428571429	0	0.214285714285714	0	0	0	5.53846153846154	5.125	0	41	0	84
"ATXN7L3"	0.333333333333333	0.0714285714285714	0	0	0	2.5	0	0	0.25	0	0	0	0
"ADPRHL2"	0.111111111111111	0.214285714285714	0	0.642857142857143	65.3	0	120.909090909091	2.30769230769231	0.8125	0.857142857142857	0	0	0
"AP1M1"	0	17.7142857142857	51	2.21428571428571	23	0.25	26.3636363636364	6.30769230769231	10.25	48	9	0.857142857142857	0
"ATP8B4"	0	0	0	0.0714285714285714	0	0	0	0	0	0	0	0	0
"ABCA1"	0	0	14.1428571428571	11.9285714285714	63.2	7.125	0	0	3.8125	53.5714285714286	0	44.4285714285714	0
"ABCC5"	66.4444444444444	72.2857142857143	0	0.785714285714286	35.4	68.875	0	0	0	35.7142857142857	77	19.2857142857143	0
"ACCSL"	0	0	17.1428571428571	0	0	0	0	0	0	0	0	0	0
"AKAP9"	150.222222222222	155.142857142857	61.4285714285714	120.428571428571	63.3	164.375	130	182.461538461538	145.4375	34.1428571428571	173.8	234.857142857143	131
"ARHGAP28"	0	0	0	0	0	0.125	25.0909090909091	0	0	71.8571428571429	0	67.7142857142857	0
"BTD"	44.6666666666667	1.07142857142857	0	59.9285714285714	0	0	15.1818181818182	19	0	0	0	0	0
"C11orf63"	1.88888888888889	4.71428571428571	1.42857142857143	0.5	0	0	0	0	0.8125	0	0	0	0
"ACOX1"	0	1.21428571428571	0.857142857142857	4.64285714285714	0	34.875	6.27272727272727	3.76923076923077	19.0625	0	0	0	11.6666666666667
"ATG4B"	4.77777777777778	16.1428571428571	0	0	0	3.25	77.6363636363636	0	27.9375	0	38.4	0	101.333333333333
"ATG14"	23.6666666666667	3.42857142857143	2.42857142857143	0.0714285714285714	0	0	0	14.4615384615385	19.25	0.214285714285714	0	0	9.33333333333333
"ANKRD52"	27.8888888888889	0.0714285714285714	0	0.0714285714285714	0	0	0	0	5.25	0	0	0	0
"ALYREF"	0	6.71428571428571	0	1.64285714285714	23.4	0	23.6363636363636	0.692307692307692	7.25	11.9285714285714	0	26.4285714285714	0
"AGAP6"	0	0	0	0.0714285714285714	0	0	0	0.230769230769231	0	0	0	0	0
"ABHD15"	96.7777777777778	0	0	4.57142857142857	0	0	0	1.84615384615385	0	0	75.4	0	0.333333333333333
"AGT"	0	0	0	0.0714285714285714	135.7	0	0	0	0	0	0	0	0
"ACN9"	13.8888888888889	43.4285714285714	28	29.1428571428571	99.3	0	13	34.6923076923077	18.375	0	0	0.285714285714286	29.6666666666667
"ATP8B2"	0	12.1428571428571	0	0	0	0	0.0909090909090909	0	0	0	0	0	0
"C15orf44"	0.666666666666667	5.57142857142857	0	21.8571428571429	7.2	113.625	0	11.9230769230769	22.875	19.3571428571429	124.8	0	0
"C12orf10"	0	0.857142857142857	0	4.35714285714286	0	0	0	52	34.8125	0	12.4	0	14.6666666666667
"C16orf71"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP10"	0	0	17.5714285714286	0	41.1	0	0	0	5	0	6.2	6.71428571428571	0
"BCL7A"	2.33333333333333	7.07142857142857	0	3.14285714285714	0	0	1.18181818181818	1.38461538461538	1.1875	0	0	0	0
"ALDOB"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKAP17A"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BEST1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BPGM"	38.8888888888889	89.0714285714286	0	29.2142857142857	0	62.875	38.2727272727273	36.3076923076923	44.75	0	26.8	0	53
"AIDA"	7.22222222222222	0	0	0	0	0	0.545454545454545	0	1.625	0	0	0	0
"ATAD3C"	0.333333333333333	0	0	0.428571428571429	0.1	0	0	0.0769230769230769	0.0625	0	0	0	9.66666666666667
"AGFG2"	0	0.714285714285714	0	0	0	0	0.181818181818182	0	0.5	0	0	0	0
"ADRB2"	0	0	0	7.21428571428571	0	0	0	0	0	0	0	0	0
"C12orf36"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf11"	0	0	0.428571428571429	0.428571428571429	0	0	68.2727272727273	30.2307692307692	0.875	0	0	0	51.6666666666667
"ABCB10"	18.7777777777778	16.4285714285714	0	0	0.8	0	0	0	1	0	0	0.285714285714286	0
"BACE1"	79.3333333333333	45.4285714285714	0	2.78571428571429	7.9	1.375	0.454545454545455	24.4615384615385	46.625	10.5714285714286	70.8	9.42857142857143	1.66666666666667
"ARL2BP"	27.1111111111111	125.071428571429	2	19.1428571428571	168.1	0.125	79.5454545454545	105.692307692308	75.375	124.928571428571	132.4	0	0
"APOC1"	0	0	0	9.92857142857143	0	0	0	0.153846153846154	0	0	0	4	0
"AP4E1"	0.111111111111111	1.35714285714286	0	0.857142857142857	0	0	0.272727272727273	11.9230769230769	0	0	0.2	0	0
"ADH5"	91.1111111111111	157.071428571429	142.428571428571	36.7857142857143	30.7	9.875	0	162.461538461538	81.75	109.714285714286	134.8	332.571428571429	0
"AFM"	0	0	0	2.85714285714286	0	0	0	0	0	0	0	0	0
"BCKDHA"	0.111111111111111	64.9285714285714	0	13.5	0	0	0	6.46153846153846	22	0	0	4.28571428571429	0
"ACO1"	7.44444444444444	28.5714285714286	3	17.2142857142857	0	0.125	0	0	0	0	0	0	0
"BTG4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTSL5"	0	13.4285714285714	0	0	0	0	0	0	0	0	0	0	0
"AGRN"	1	0.285714285714286	8.14285714285714	0	3.7	0	0.545454545454545	0.153846153846154	3.625	0.714285714285714	0.8	8.85714285714286	0
"BMP2K"	0	0.142857142857143	0	0.0714285714285714	0	3.75	18.2727272727273	1.53846153846154	4.0625	0	0	0	0
"AKR1CL1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AR"	0	0	0	0	34.5	0	0	0	0	0	0	10.5714285714286	0
"BHMT2"	0	0	0	0	0	0	0	0	0	0	0	0	2
"ACRC"	0	0	0	0	0	0	0	0	1.6875	78.5714285714286	0	0	0
"ASB8"	10.8888888888889	1.42857142857143	2	65.5	103.7	0	11.6363636363636	0	59.0625	1.92857142857143	0	0	0
"AHCY"	41.2222222222222	104.357142857143	0	53.7142857142857	68.8	0	60.2727272727273	60.3076923076923	50.625	12.3571428571429	130.4	53.2857142857143	0
"ABI3BP"	0	0	25.8571428571429	0	0	0	0	0	0	0	0	0	0
"ARHGEF9"	15.4444444444444	2.28571428571429	0	0.571428571428571	78.2	0	3.45454545454545	14.5384615384615	0	0	0	0	4
"ASPH"	83.1111111111111	4.14285714285714	0	52.5	57.1	0	0.545454545454545	0	7.875	57.5	100	0.142857142857143	0
"ANKRD36B"	16.5555555555556	70.7857142857143	92	45.5714285714286	106	0.5	42.0909090909091	21.3846153846154	13.5625	34.0714285714286	16.6	0.428571428571429	102.666666666667
"BCL11B"	0	0	0	0.785714285714286	0	0	0	2.76923076923077	0.0625	4.92857142857143	0	0	0
"ANKRD28"	15.3333333333333	7.57142857142857	0	9.64285714285714	0	12.375	11.4545454545455	20.9230769230769	69.1875	0	31.8	1.42857142857143	0
"ALS2"	43.4444444444444	14.8571428571429	0	1.42857142857143	0	0	1.63636363636364	28.5384615384615	41.25	11.2142857142857	0	70.8571428571429	0
"BCL2L10"	10.4444444444444	0	0	4.85714285714286	0	0	0	0	7.5625	0	34.8	0	0
"ATP6V1B2"	57.6666666666667	201.5	67.1428571428571	21.5714285714286	81.1	60	0	148.538461538462	57.8125	0	52.2	0	142
"ARHGEF16"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKAP12"	0	1.57142857142857	22.4285714285714	0	43.8	85.75	0.0909090909090909	0	3.4375	185.428571428571	0	75.5714285714286	6.33333333333333
"APOBEC2"	8.88888888888889	0	0	0	0	0	0	2.23076923076923	11.6875	0	0	0	0
"ATXN2"	54.5555555555556	0.857142857142857	54.2857142857143	1.07142857142857	0	0	32.0909090909091	33	20.1875	29.6428571428571	53	12.4285714285714	0
"C14orf93"	13.6666666666667	21.1428571428571	0	7	0	0	0	21.5384615384615	24.8125	20.7857142857143	2.8	0	0
"BMPR2"	24.6666666666667	50.5714285714286	0	0.928571428571429	0.6	75.625	132.454545454545	0.230769230769231	11.25	19.6428571428571	0	12.5714285714286	121.333333333333
"BCAP29"	15.3333333333333	61.5	0	29.9285714285714	40.2	0	5.54545454545455	63.7692307692308	3.8125	58.0714285714286	0	70.8571428571429	208.333333333333
"ATPBD4"	0	5.78571428571429	118.428571428571	14.2857142857143	0	0	48.3636363636364	52.7692307692308	9.9375	0	16	58	0
"BAALC"	5	142.785714285714	0	0	0	0	0	0	0.5625	0	12.8	0	90
"ANKS4B"	0	0	0	0	0	0	0.0909090909090909	0.692307692307692	0	0	0	0	0
"BAG5"	16.1111111111111	37.9285714285714	0	1	0.1	0	0	14.2307692307692	35.125	0	0.6	0	0
"ARNT2"	0	66.2857142857143	0.142857142857143	3.71428571428571	0	0	0	23.6153846153846	56.375	68.2142857142857	152.4	0	0
"AP3S1"	31.8888888888889	7.14285714285714	1.42857142857143	56.5	2.8	1.25	0	28.4615384615385	6.0625	88.2857142857143	72.6	0	137
"AMFR"	0.333333333333333	0	0	1.07142857142857	22.8	0	18	1.07692307692308	0.8125	0	0	0	12
"ANGPTL3"	0	0	0	12.1428571428571	0	0	0	0	0	0	0	0	0
"ADRA2B"	0	0	0	0	8.9	0	11.2727272727273	0	0	0	0	0	0
"AACSP1"	0	0	0	0.428571428571429	0	0	0	0	0	0	0	0	0
"ANAPC2"	0	0.0714285714285714	0	0	0	0	0	0	0	0	0.2	0	0
"ALPL"	0	0	0	0	0	0	2.18181818181818	0	0	0	0	0	0
"AHNAK"	0	0	3.14285714285714	3.92857142857143	5.5	196.5	69.0909090909091	0	4.5	133.5	0	20.7142857142857	0
"ARHGAP17"	0.111111111111111	1.85714285714286	0	1.5	31.7	0	24.7272727272727	8.76923076923077	0.375	4.07142857142857	6.6	0	22.6666666666667
"C12orf69"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD20A3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCAS3"	3.22222222222222	0	46.4285714285714	2.78571428571429	9.2	0	0	0	0	2.28571428571429	0.2	31.7142857142857	0
"ABAT"	21.4444444444444	32.5714285714286	0	12.0714285714286	0	0	0	29	1.4375	0.571428571428571	0	0	59.3333333333333
"ARHGAP19"	0	0	0	1.85714285714286	0	0	0	0	0	0	0	0	0
"ABCD1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACP1"	68	269.785714285714	71.4285714285714	97.5	74	76	53.0909090909091	83.6923076923077	139.5625	62.1428571428571	113	118.714285714286	130
"B7H6"	0	2.57142857142857	0	0	0	0	0	0	0	0	0	0	0
"BHLHE22"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGTR2"	0	0	0	0	0	6.125	0	0	0	12.2142857142857	0	0	0
"ATXN7L2"	0	0	0	0	0	0	0	0	0	0	0	2	0
"AHSA1"	36	124.571428571429	0	31.2142857142857	25.2	0.25	8.09090909090909	12.8461538461538	10.875	0	20.6	74	6
"AGPS"	63.1111111111111	7.14285714285714	0	1.14285714285714	124.4	0	7.36363636363636	3	4.25	3.71428571428571	77.2	14	0
"ALDH16A1"	1.22222222222222	0.142857142857143	0.428571428571429	0.214285714285714	0.5	0	1	0.384615384615385	0.6875	0.714285714285714	2.6	0	0.333333333333333
"AIF1L"	0	0	0.857142857142857	6.42857142857143	24	0	61.2727272727273	11.2307692307692	21.4375	0	0	0	0
"B2M"	51.5555555555556	64.6428571428571	826.285714285714	238.714285714286	673.7	205.625	2784.72727272727	190.230769230769	144.6875	817.285714285714	109.6	920.571428571429	0
"ACR"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKR1D1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGPAT5"	13.7777777777778	5.35714285714286	0	34.5	0	0	8.90909090909091	13.3076923076923	43.875	0	0	42.1428571428571	0.333333333333333
"ATP5F1"	188.333333333333	309.285714285714	279.857142857143	223.428571428571	317.5	10.125	272.363636363636	362.307692307692	286.375	72.5	186	251.285714285714	182.333333333333
"ARRDC3"	32.8888888888889	42	63	36.0714285714286	3.4	0	42.1818181818182	47.1538461538462	61.625	77.7142857142857	0	12	0
"APOL1"	5	0	0	0	0	0	0	0	0	0	0	0	0
"ANGPTL5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARL15"	23.1111111111111	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM5P"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADORA3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOA2"	0	8	0	0	0	0	0	0	0	0	0	0	0
"C11orf16"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACVR1C"	323.333333333333	45.3571428571429	0	59.5714285714286	0	0	0	0	0	0	170.4	0	0
"ASB3"	1.66666666666667	1.57142857142857	0	0.785714285714286	0	0	0	4.15384615384615	9.5625	0	0.2	0	21.6666666666667
"AUH"	0	11.1428571428571	12.5714285714286	8	15.7	0	0	29	1	47.2857142857143	0	0	120.666666666667
"BTG3"	13.5555555555556	0	0	13.8571428571429	80.8	22.25	0	21.5384615384615	3.5	53.4285714285714	40.6	95.8571428571429	55.3333333333333
"AADAT"	44.1111111111111	1.14285714285714	0	1.35714285714286	0	0	13.5454545454545	10.2307692307692	1.8125	0.428571428571429	0	0.714285714285714	14
"APC"	43.6666666666667	55.1428571428571	0	27.7857142857143	0	53.5	0	27.3846153846154	35.8125	12.2142857142857	30.6	0	35.6666666666667
"AMICA1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABR"	28.3333333333333	4.85714285714286	0	0	0	12.375	34.3636363636364	0	0.6875	0	0.2	0	0
"AURKB"	0	0	60.5714285714286	89.6428571428571	0	0	0	0	6.25	0	0	189.857142857143	0
"ATPIF1"	150.222222222222	205.142857142857	154.142857142857	183.857142857143	63.4	51	124.454545454545	240.846153846154	301.125	206.642857142857	145.6	79.8571428571429	296.333333333333
"ADPRHL1"	0	0	0	0	0	0	0	0	0	19.5	0	0	0
"ARPC1A"	82.3333333333333	77.7142857142857	78.4285714285714	42.0714285714286	242	0.5	36.4545454545455	48.6923076923077	51.3125	0	105	167	0
"ATP13A1"	4.55555555555556	4.35714285714286	0	0	0	0	0	0	4.25	0	3.8	0	27.3333333333333
"ASL"	10.3333333333333	1.14285714285714	0	5.92857142857143	46.9	0	0	0	6.3125	0	10.2	0	0
"C11orf91"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKIRIN2"	7.44444444444444	11.7857142857143	6.28571428571429	18.2857142857143	9.7	0	23.1818181818182	17	37.875	3.64285714285714	11	0	0
"ARMS2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCC4"	0	0.571428571428571	0	0	0.1	0	35.9090909090909	0	0.125	0	0	0	0
"BMP8B"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASPRV1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BASP1"	0.222222222222222	8.28571428571429	0	0	3.8	0	0	0	0	1.14285714285714	8.6	12	0
"ASRGL1"	28.3333333333333	0	0	0	0	0	0.0909090909090909	0	0	0	0	0	0
"ATXN1L"	20.6666666666667	0	0	0	21.5	0.125	0	37	12.0625	0	0	2.71428571428571	0
"APOC3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APBA3"	0	0	0	0.428571428571429	0	0	0	0.461538461538462	0	0	0	0	0
"ALDH2"	10.3333333333333	19.5	2.85714285714286	37.6428571428571	25.8	0	13.9090909090909	24.3076923076923	21.6875	69	0	23.2857142857143	0
"ALKBH1"	0	20.7857142857143	0	125.5	0	0	0	0	1.1875	0	0	0	0
"ARL3"	36.2222222222222	190.357142857143	0	89.5714285714286	103.6	0	48	34.6153846153846	49.0625	40.2857142857143	114.8	52.4285714285714	92
"C11orf88"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRSK1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALX1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADARB1"	0	0	0	0	32.2	0	2.63636363636364	0	0	20.5714285714286	0	24.7142857142857	0
"ABCF2"	25.7777777777778	4.71428571428571	0	13.1428571428571	0	54.625	0	1.38461538461538	17.6875	0	0	0	0
"ABCC13"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASPHD2"	1.44444444444444	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf88"	13.7777777777778	32.2142857142857	3.85714285714286	10.4285714285714	0	3.5	0	20.4615384615385	0	0	0	41.4285714285714	0
"C11orf65"	0	0	0	4	0	0	0	0.307692307692308	4	0	0	0	0
"ACTR3BP5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP25"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCC6P2"	0	0	0	2.57142857142857	0	0	0	0.538461538461538	13.6875	0	0	0	0
"C14orf101"	18	21.5	0	5.21428571428571	0	0	3.63636363636364	0	44.75	4.85714285714286	66.4	21.5714285714286	0
"ANKRD30BL"	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0
"C12orf60"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARFRP1"	0	1.85714285714286	0	6.28571428571429	0	0	0.272727272727273	8.23076923076923	4.9375	0	0	0	0
"BTG1"	38	143.857142857143	109.428571428571	79.3571428571429	34.8	87.625	48.8181818181818	173.461538461538	51.875	71.3571428571429	42	0	99.3333333333333
"ANKLE2"	16.7777777777778	30.8571428571429	0	0	0.1	0	44.4545454545455	54.3846153846154	0	0	0	72.4285714285714	0
"AGTR1"	0	0	0	0	0	0	0	9.92307692307692	17.3125	3.64285714285714	0	131.857142857143	0
"ACCN2"	0	0	0	0	0	0	0	0	18	29.5714285714286	0	0	0
"ARSD"	0	67	0	3.5	0	0	0	2	34.6875	0	92.2	0	0
"C14orf166"	98.7777777777778	353.428571428571	75.8571428571429	109.642857142857	222.1	0	269.909090909091	123.923076923077	75.1875	64.2857142857143	111.6	148.428571428571	101
"ARSI"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASB9P1"	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMDEC1"	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0
"APITD1"	0	18.7142857142857	0	4.78571428571429	8.6	0	0	4.23076923076923	9.375	0.142857142857143	26	36.7142857142857	0.333333333333333
"ANKRD20A5P"	0	0.0714285714285714	0	0.571428571428571	0	0	0	0	0	0	0.8	0	0
"ADAMTS9"	0	0	70.7142857142857	15.0714285714286	12.5	8.625	27.9090909090909	85.0769230769231	3.1875	47.8571428571429	0	0	0
"BMPER"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AMTN"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRD9"	0.333333333333333	5.21428571428571	0.571428571428571	0.142857142857143	95.2	7.5	4.63636363636364	2.46153846153846	13.125	3.28571428571429	0.4	40	4.33333333333333
"ARHGEF25"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BET1"	48.8888888888889	1.71428571428571	0	41.0714285714286	89	0	0	30.8461538461538	45	67.0714285714286	60.6	0	0
"C11orf95"	28.4444444444444	37.9285714285714	0	0	0	0	0	0	38.375	0	0	27.4285714285714	0
"BCAT2"	3.88888888888889	12.7142857142857	0	24.2142857142857	20.9	0	29.1818181818182	55	1.4375	0	60.8	34.5714285714286	0
"ADARB2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCB6"	4.33333333333333	0.0714285714285714	0	3.28571428571429	4.1	0	0	0	0	0	0	0	53.6666666666667
"BRWD1"	86.5555555555556	9.57142857142857	0	16.2142857142857	0.4	2.75	91.5454545454545	52.6153846153846	31.3125	109.214285714286	139.8	0	164
"C10orf118"	27.3333333333333	27.2142857142857	0	24.5	6.1	54.875	14.3636363636364	2.69230769230769	21.75	0	62.8	0	127.333333333333
"B3GNT3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BTF3"	196.333333333333	289.785714285714	384.142857142857	350.428571428571	330	131.75	209.727272727273	432	250.875	342.142857142857	107.2	191.428571428571	83
"C15orf58"	0	0	0	0	0	0.125	0	10.0769230769231	0	0	0	0	3.66666666666667
"BORA"	0	0	0	3.85714285714286	0	0	0	0	0	0	0	0	50.3333333333333
"ACSL5"	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0	0
"ATN1"	8	17.5714285714286	0.857142857142857	1.42857142857143	1.7	0.75	15.3636363636364	8.92307692307692	0.5625	11.0714285714286	0.8	0.285714285714286	0
"C17orf109"	9.44444444444444	0	0	3.5	0	0.375	0	0	7.9375	0	0	0	0
